id	original_sentence	auxiliary_sentence	label_id	label
3089	Oh yes, and if you are a fan of Indian oldies film stars, there are plenty of portraits of Indian actors and actresses in classic black white that adorn the walls, some of which, I would love to know where they obtained.	food	4	none
3089	Oh yes, and if you are a fan of Indian oldies film stars, there are plenty of portraits of Indian actors and actresses in classic black white that adorn the walls, some of which, I would love to know where they obtained.	ambience	0	positive
3089	Oh yes, and if you are a fan of Indian oldies film stars, there are plenty of portraits of Indian actors and actresses in classic black white that adorn the walls, some of which, I would love to know where they obtained.	service	4	none
309	Friendly and informative staff, very attentive and prompt raw bar service.	price	4	none
309	Friendly and informative staff, very attentive and prompt raw bar service.	anecdotes	4	none
309	Friendly and informative staff, very attentive and prompt raw bar service.	food	4	none
309	Friendly and informative staff, very attentive and prompt raw bar service.	ambience	4	none
309	Friendly and informative staff, very attentive and prompt raw bar service.	service	0	positive
3091	The puke green walls leave a lot to be desired, but the food is very good.	price	4	none
3091	The puke green walls leave a lot to be desired, but the food is very good.	anecdotes	4	none
3091	The puke green walls leave a lot to be desired, but the food is very good.	food	0	positive
3091	The puke green walls leave a lot to be desired, but the food is very good.	ambience	2	negative
3091	The puke green walls leave a lot to be desired, but the food is very good.	service	4	none
3092	Try the tandoori salmon!	price	4	none
3092	Try the tandoori salmon!	anecdotes	4	none
3092	Try the tandoori salmon!	food	0	positive
3092	Try the tandoori salmon!	ambience	4	none
3092	Try the tandoori salmon!	service	4	none
3093	Wonderful!	price	4	none
3093	Wonderful!	anecdotes	0	positive
3093	Wonderful!	food	4	none
3093	Wonderful!	ambience	4	none
3093	Wonderful!	service	4	none
3094	I have never had anything like it!	price	4	none
3094	I have never had anything like it!	anecdotes	0	positive
3094	I have never had anything like it!	food	4	none
3094	I have never had anything like it!	ambience	4	none
3094	I have never had anything like it!	service	4	none
3095	The palak paneer was standard, and I was not a fan of the malai kofta.	price	4	none
3095	The palak paneer was standard, and I was not a fan of the malai kofta.	anecdotes	4	none
3095	The palak paneer was standard, and I was not a fan of the malai kofta.	food	1	neutral
3095	The palak paneer was standard, and I was not a fan of the malai kofta.	ambience	4	none
3095	The palak paneer was standard, and I was not a fan of the malai kofta.	service	4	none
3098	go here for the drinks!	price	4	none
3098	go here for the drinks!	anecdotes	4	none
3098	go here for the drinks!	food	0	positive
3098	go here for the drinks!	ambience	4	none
3098	go here for the drinks!	service	4	none
3100	during happy hour!	price	4	none
3100	during happy hour!	anecdotes	1	neutral
3100	during happy hour!	food	4	none
3100	during happy hour!	ambience	4	none
3100	during happy hour!	service	4	none
3101	enough said!	price	4	none
3101	enough said!	anecdotes	1	neutral
3101	enough said!	food	4	none
3101	enough said!	ambience	4	none
3101	enough said!	service	4	none
3102	the drinks are amazing and half off till 8pm.	price	0	positive
3102	the drinks are amazing and half off till 8pm.	anecdotes	4	none
3102	the drinks are amazing and half off till 8pm.	food	0	positive
3102	the drinks are amazing and half off till 8pm.	ambience	4	none
3102	the drinks are amazing and half off till 8pm.	service	4	none
3103	Ask for Usha, the nicest bartender in manhattan.	price	4	none
3103	Ask for Usha, the nicest bartender in manhattan.	anecdotes	4	none
3103	Ask for Usha, the nicest bartender in manhattan.	food	4	none
3103	Ask for Usha, the nicest bartender in manhattan.	ambience	4	none
3103	Ask for Usha, the nicest bartender in manhattan.	service	0	positive
3105	I have been to Mary's many times and I like it.	price	4	none
3105	I have been to Mary's many times and I like it.	anecdotes	0	positive
3105	I have been to Mary's many times and I like it.	food	4	none
3105	I have been to Mary's many times and I like it.	ambience	4	none
3105	I have been to Mary's many times and I like it.	service	4	none
3106	However, I do not understand the extraordinary hype about this restaurant.	price	4	none
3106	However, I do not understand the extraordinary hype about this restaurant.	anecdotes	2	negative
3106	However, I do not understand the extraordinary hype about this restaurant.	food	4	none
3106	However, I do not understand the extraordinary hype about this restaurant.	ambience	4	none
3106	However, I do not understand the extraordinary hype about this restaurant.	service	4	none
3107	I would never wait for a table to eat, it just is not THAT great.	price	4	none
3107	I would never wait for a table to eat, it just is not THAT great.	anecdotes	2	negative
3107	I would never wait for a table to eat, it just is not THAT great.	food	4	none
3107	I would never wait for a table to eat, it just is not THAT great.	ambience	4	none
3107	I would never wait for a table to eat, it just is not THAT great.	service	4	none
3108	The food is good, but very expensive for the casualness of it.	price	2	negative
3108	The food is good, but very expensive for the casualness of it.	anecdotes	4	none
3108	The food is good, but very expensive for the casualness of it.	food	3	conflict
3108	The food is good, but very expensive for the casualness of it.	ambience	4	none
3108	The food is good, but very expensive for the casualness of it.	service	4	none
3111	The service is spotty, sometimes really friendly and sometimes barely there.	price	4	none
3111	The service is spotty, sometimes really friendly and sometimes barely there.	anecdotes	4	none
3111	The service is spotty, sometimes really friendly and sometimes barely there.	food	4	none
3111	The service is spotty, sometimes really friendly and sometimes barely there.	ambience	4	none
3111	The service is spotty, sometimes really friendly and sometimes barely there.	service	3	conflict
3112	Some servers make you feel like they are doing you a favor to bring you the food.	price	4	none
3112	Some servers make you feel like they are doing you a favor to bring you the food.	anecdotes	4	none
3112	Some servers make you feel like they are doing you a favor to bring you the food.	food	4	none
3112	Some servers make you feel like they are doing you a favor to bring you the food.	ambience	4	none
3112	Some servers make you feel like they are doing you a favor to bring you the food.	service	2	negative
3113	I was a little leary about Mary's at first - it's small, crowded and you usually have to wait on line - but I'm glad I finally tried it.	price	4	none
3113	I was a little leary about Mary's at first - it's small, crowded and you usually have to wait on line - but I'm glad I finally tried it.	anecdotes	0	positive
3113	I was a little leary about Mary's at first - it's small, crowded and you usually have to wait on line - but I'm glad I finally tried it.	food	4	none
3113	I was a little leary about Mary's at first - it's small, crowded and you usually have to wait on line - but I'm glad I finally tried it.	ambience	2	negative
3113	I was a little leary about Mary's at first - it's small, crowded and you usually have to wait on line - but I'm glad I finally tried it.	service	4	none
3114	To begin, we were told there was a 30 minute wait and started to leave, when the hostess offered to call us on our cell phone when the table was ready.	price	4	none
3114	To begin, we were told there was a 30 minute wait and started to leave, when the hostess offered to call us on our cell phone when the table was ready.	anecdotes	4	none
